1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1491,1491,1491,1491,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1491,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1491,1491,1491,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1490,1490,1490,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493

[layer]
type=background
data=
107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,169,107,107,107,107,166,167,107,107,107,169,107,107,107,107,166,167,107,107,107,169,107,107,107,107,166,167,107,107,107,169,107,107,107,107,166,167,107,107,107,169,107,107,107,107,166,167,107,107,107,169,107,107,107,107,166,167,107,107,107,169,107,107,107,107,166,167,107,107,107,169,107,107,107,107,166,167,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,168,166,107,107,107,107,107,107,166,107,168,166,107,107,107,107,107,107,166,107,168,166,107,107,107,107,107,107,166,107,168,166,107,107,107,107,107,107,166,107,168,166,107,107,107,107,107,107,166,107,168,166,107,107,107,107,107,107,166,107,168,166,107,107,107,107,107,107,166,107,168,166,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,170,107,107,107,169,167,107,171,107,107,170,167,107,107,169,167,107,171,107,107,170,167,107,107,169,167,107,171,107,107,170,167,107,107,169,167,107,171,107,107,170,107,107,107,169,167,107,171,107,107,170,107,107,107,169,167,107,171,107,107,170,107,107,107,169,167,107,171,107,107,170,167,107,107,169,167,107,171,107,107,107,167,107,107,107,107,107,107,107,107,107,169,107,107,107,107,166,167,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,168,168,169,107,107,107,107,166,167,107,168,168,169,107,107,107,107,166,167,107,168,168,169,107,107,107,107,166,167,107,168,168,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,168,168,169,107,107,107,107,166,167,107,168,168,169,107,107,107,107,166,167,107,107,107,107,107,107,107,107,107,107,168,166,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,167,166,107,107,168,166,107,107,107,107,167,166,166,107,168,166,107,107,107,107,167,166,166,107,168,166,107,107,107,107,167,166,166,107,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,167,166,107,107,168,166,107,107,107,107,167,166,166,107,168,166,107,107,107,107,107,107,166,107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,167,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,170,167,107,107,169,167,107,171,107,107,170,167,107,107,169,167,107,171,107,107,170,167,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,131,131,131,107,107,169,107,107,107,107,166,167,107,107,107,107,107,107,107,107,107,107,107,107,
107,169,107,107,107,107,166,167,107,168,168,169,107,107,107,107,166,167,107,168,168,169,107,107,107,107,166,167,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,167,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,131,131,131,131,107,107,168,166,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,
107,107,168,166,107,107,107,107,167,166,166,107,168,166,107,107,107,107,167,166,166,107,168,166,107,107,107,107,167,166,166,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,167,166,107,107,107,107,107,107,107,107,167,166,107,169,107,107,107,107,166,167,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,107,107,107,107,
107,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,168,107,107,168,168,168,169,107,166,107,107,167,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,107,107,168,166,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,107,107,107,
169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,107,168,168,169,107,167,107,166,168,107,169,168,168,107,107,166,167,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,107,107,
107,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,107,107,168,107,107,107,166,107,167,170,168,166,168,107,107,107,107,107,166,107,107,131,131,131,131,131,131,131,107,107,107,107,107,107,107,167,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,169,107,167,107,166,168,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,107,107,107,
107,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,107,107,168,107,107,166,167,107,107,107,168,107,168,168,168,168,169,107,166,107,107,131,131,131,131,107,107,107,107,169,107,107,107,107,166,167,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,107,107,166,107,167,170,107,107,168,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,
107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,107,107,107,166,107,168,107,107,107,107,169,107,167,166,166,168,107,107,168,168,107,107,107,131,131,131,107,107,107,107,107,107,168,166,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,107,107,107,107,107,107,107,107,107,166,167,107,107,107,107,107,168,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,107,
107,170,107,107,107,169,167,107,171,107,107,170,107,107,107,169,167,107,171,107,107,170,107,107,107,169,167,107,171,107,166,107,167,170,107,107,168,107,107,131,131,131,107,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,167,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,107,107,107,107,107,107,168,107,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,107,107,107,107,107,168,168,167,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,168,168,107,107,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,168,168,107,107,107,166,167,107,107,107,107,107,168,107,107,131,131,131,107,107,107,107,169,107,167,107,166,168,107,169,168,168,107,107,166,167,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,107,169,107,107,167,166,166,167,107,107,107,107,107,107,107,107,107,107,107,107,107,
107,107,107,167,166,107,107,107,107,107,107,107,107,167,166,107,107,107,107,107,107,107,107,167,166,107,107,168,107,107,107,107,107,107,107,166,107,107,107,131,131,131,107,107,107,107,107,107,107,107,166,107,167,170,168,166,168,107,107,107,107,107,166,107,107,107,107,131,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,107,168,168,107,107,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,107,107,107,168,166,107,107,107,107,107,107,166,107,107,107,107,107,107,107,107,107,107,
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,170,107,107,107,169,167,107,171,107,107,107,107,131,131,131,107,107,107,107,107,107,107,166,167,107,107,107,168,107,168,168,168,168,169,107,166,107,107,167,107,107,107,131,131,131,131,131,131,131,131,131,131,131,107,107,107,167,166,107,107,107,107,107,107,107,107,107,131,131,131,131,131,131,131,131,131,131,107,107,107,107,107,168,107,107,168,168,168,169,107,166,107,107,107,107,107,107,107,107,107,107,
